date,gold_price,dollar_index,gvz
2017-06-14,1260.7,96.9185,11.5
2017-06-15,1253.3,97.5066,11.03
2017-06-16,1253.1,97.1413,10.16
2017-06-19,1243.3,97.5345,10.69
2017-06-20,1242.3,97.7437,11.14
2017-06-21,1245.8,97.5393,11.25
2017-06-22,1249.2,97.5421,11.24
2017-06-23,1256.4,97.3036,10.86
2017-06-26,1244.05,97.4164,11.05
2017-06-27,1246.55,96.4852,11.96
2017-06-28,1248.4,96.049,11.38
2017-06-29,1244.7,95.5782,11.21
2017-06-30,1241.33,95.6309,11.0
2017-07-03,1218.9,96.1937,11.93
2017-07-04,1223.0,96.28,11.93
2017-07-05,1226.75,96.2116,11.88
2017-07-06,1224.65,95.8078,11.72
2017-07-07,1212.49,96.0148,12.54
2017-07-10,1213.75,96.0471,12.22
2017-07-11,1217.4,95.7363,12.3
2017-07-12,1219.75,95.7885,11.56
2017-07-13,1216.9,95.781,11.29
2017-07-14,1228.55,95.1254,11.11
2017-07-17,1233.75,95.1459,11.08
2017-07-18,1242.15,94.6651,11.14
2017-07-19,1240.85,94.8471,11.08
2017-07-20,1244.15,94.271,10.85
2017-07-21,1254.91,93.9659,11.22
2017-07-24,1254.95,94.0031,11.8
2017-07-25,1249.45,94.0928,12.07
2017-07-26,1260.35,93.4542,11.63
2017-07-27,1258.85,93.9235,11.24
2017-07-28,1268.7,93.3462,11.44
2017-07-31,1268.95,92.8091,11.61
2017-08-01,1268.65,93.0739,11.28
2017-08-02,1266.05,92.8846,11.24
2017-08-03,1267.95,92.8244,11.31
2017-08-04,1258.4,93.4882,10.87
2017-08-07,1257.35,93.4194,10.73
2017-08-08,1260.75,93.6178,11.1
2017-08-09,1277.25,93.5315,12.31
2017-08-10,1286.05,93.4009,13.43
2017-08-11,1288.77,93.0967,13.45
2017-08-14,1281.35,93.4316,12.11
2017-08-15,1271.15,93.8514,12.2
2017-08-16,1282.85,93.5111,12.58
2017-08-17,1287.65,93.7214,13.34
2017-08-18,1283.58,93.4448,12.12
2017-08-21,1290.95,93.091,13.01
2017-08-22,1284.75,93.499,12.49
2017-08-23,1290.25,93.2228,12.68
2017-08-24,1285.65,93.2973,12.76
2017-08-25,1291.24,92.5451,12.63
2017-08-28,1309.75,92.2466,14.2
2017-08-29,1309.05,92.3366,13.5
2017-08-30,1308.35,92.9046,12.78
2017-08-31,1320.65,92.6243,13.26
2017-09-01,1324.65,92.8562,12.73
2017-09-04,1333.4,92.6314,12.73
2017-09-05,1339.45,92.3102,14.3
2017-09-06,1333.85,92.2454,14.17
2017-09-07,1348.75,91.5168,14.49
2017-09-08,1346.08,91.3261,13.77
2017-09-11,1327.15,91.9411,13.28
2017-09-12,1331.7,91.9157,11.56
2017-09-13,1322.35,92.4112,11.98
2017-09-14,1329.17,92.05,12.19
2017-09-15,1319.7,91.8458,12.06
2017-09-18,1305.95,92.0294,12.69
2017-09-19,1310.36,91.8377,12.27
2017-09-20,1300.85,92.4524,12.32
2017-09-21,1290.75,92.1717,12.19
2017-09-22,1297.1,92.1699,12.37
2017-09-25,1310.75,92.6519,13.77
2017-09-26,1293.35,92.9924,13.32
2017-09-27,1282.42,93.4568,12.99
2017-09-28,1286.78,93.1026,11.75
2017-09-29,1279.72,93.0711,11.77
2017-10-09,1283.33,93.7317,11.96
2017-10-10,1287.55,93.2796,12.22
2017-10-11,1291.55,92.9779,12.13
2017-10-12,1293.25,93.1063,11.82
2017-10-13,1304.4,93.0662,11.76
2017-10-16,1294.75,93.2807,12.13
2017-10-17,1284.85,93.507,11.64
2017-10-18,1280.55,93.4479,11.88
2017-10-19,1289.45,93.1283,11.94
2017-10-20,1280.04,93.6925,11.49
2017-10-23,1281.95,93.8421,11.69
2017-10-24,1276.05,93.9471,11.73
2017-10-25,1277.15,93.6546,12.02
2017-10-26,1266.1,94.6412,11.62
2017-10-27,1273.8,94.8144,11.48
2017-10-30,1275.78,94.4935,11.74
2017-10-31,1270.65,94.5674,11.81
2017-11-01,1273.99,94.8026,11.8
2017-11-02,1275.59,94.7096,10.95
2017-11-03,1269.47,94.9225,10.65
2017-11-06,1281.8,94.7371,10.94
2017-11-07,1275.2,94.8989,10.98
2017-11-08,1281.2,94.8489,11.32
2017-11-09,1284.59,94.5085,11.73
2017-11-10,1275.22,94.3822,11.68
2017-11-13,1278.1,94.5013,11.53
2017-11-14,1279.99,93.8166,11.61
2017-11-15,1277.81,93.8102,11.75
2017-11-16,1278.19,93.9119,11.02
2017-11-17,1294.04,93.6868,10.62
2017-11-20,1276.7,94.0791,11.18
2017-11-21,1280.03,93.9702,10.84
2017-11-22,1292.0,93.2385,10.75
2017-11-23,1290.6,93.1272,10.75
2017-11-24,1287.3,92.7527,10.58
2017-11-27,1294.4,92.923,10.72
2017-11-28,1293.8,93.2754,10.64
2017-11-29,1283.5,93.2756,11.02
2017-11-30,1274.27,93.0139,11.79
2017-12-01,1280.05,92.8789,11.39
2017-12-04,1275.774,93.0878,11.38
2017-12-05,1265.9,93.3116,12.28
2017-12-06,1263.1,93.5703,11.67
2017-12-07,1246.9,93.7786,12.99
2017-12-08,1248.33,93.8722,11.7
2017-12-11,1241.66,93.9567,11.46
2017-12-12,1244.4,94.066,12.14
2017-12-13,1255.5,93.4266,10.87
2017-12-14,1252.78,93.629,10.4
2017-12-15,1254.81,93.9475,9.43
2017-12-18,1261.86,93.7026,9.93
2017-12-19,1264.28,93.4576,10.32
2017-12-20,1264.93,93.3607,9.79
2017-12-21,1266.449,93.2662,9.64
2017-12-22,1274.75,93.2987,10.01
2017-12-25,1274.75,93.2437,10.01
2017-12-26,1282.8,93.287,11.17
2017-12-27,1286.63,93.0742,10.73
2017-12-28,1294.697,92.6468,10.43
2017-12-29,1302.63,92.2574,10.96
2018-01-02,1317.15,91.8616,11.96
2018-01-03,1313.2,92.1708,11.56
2018-01-04,1322.296,91.8691,11.8
2018-01-05,1319.24,92.0268,11.26
2018-01-08,1320.3,92.3351,11.19
2018-01-09,1312.47,92.5063,10.79
2018-01-10,1316.5,92.3791,10.79
2018-01-11,1322.4,91.9163,10.96
2018-01-12,1337.16,90.8615,11.62
2018-01-15,1339.3,90.4354,11.62
2018-01-16,1338.2,90.4671,12.09
2018-01-17,1326.796,90.8823,11.77
2018-01-18,1326.71,90.5232,12.26
2018-01-19,1331.25,90.7025,11.43
2018-01-22,1333.78,90.3726,11.66
2018-01-23,1341.3,90.0919,11.72
2018-01-24,1357.91,89.2033,13.38
2018-01-25,1348.19,89.3528,13.04
2018-01-26,1349.438,89.0205,12.98
2018-01-29,1339.93,89.3578,13.25
2018-01-30,1338.2,89.1844,13.86
2018-01-31,1344.7,89.1201,12.97
2018-02-01,1348.45,88.6486,12.32
2018-02-02,1332.688,89.1901,13.11
2018-02-05,1339.29,89.6852,14.35
2018-02-06,1323.73,89.6655,13.8
2018-02-07,1318.05,90.3016,13.62
2018-02-08,1318.85,90.3033,14.85
2018-02-09,1315.688,90.3347,14.93
2018-02-12,1322.389,90.1347,14.37
2018-02-13,1329.159,89.7212,14.07
2018-02-14,1350.13,89.0168,14.97
2018-02-22,1331.889,89.7418,13.47
2018-02-23,1328.55,89.8892,11.97
2018-02-26,1333.1,89.871,11.89
2018-02-27,1318.19,90.379,11.76
2018-02-28,1317.81,90.6693,11.74
2018-03-01,1316.69,90.2646,12.07
2018-03-02,1319.091,89.9991,11.97
2018-03-05,1320.05,89.9968,11.89
2018-03-06,1334.5,89.5933,12.33
2018-03-07,1325.4,89.5903,12.37
2018-03-08,1321.231,90.1302,11.57
2018-03-09,1323.35,90.1342,10.94
2018-03-12,1323.0,89.9221,11.01
2018-03-13,1326.2,89.7235,10.7
2018-03-14,1324.7,89.766,10.41
2018-03-15,1316.2,90.1284,10.4
2018-03-16,1314.2,90.1899,9.88
2018-03-19,1316.7,89.9199,10.99
2018-03-20,1310.951,90.4277,11.01
2018-03-21,1332.2,89.708,10.91
2018-03-22,1328.7,89.8605,11.24
2018-03-23,1346.92,89.5147,13.46
2018-03-26,1353.5,89.0738,12.95
2018-03-27,1344.6,89.3451,12.22
2018-03-28,1325.3,90.0856,11.74
2018-03-29,1325.05,90.0937,11.06
2018-03-30,1325.03,89.9829,11.06
2018-04-02,1341.3,90.0335,12.86
2018-04-03,1332.3,90.1819,11.8
2018-04-04,1333.0,90.1421,12.0
2018-04-09,1336.2,89.8399,12.39
2018-04-10,1339.4,89.6213,12.78
2018-04-11,1352.9,89.5242,14.36
2018-04-12,1334.8,89.7856,12.88
2018-04-13,1346.0,89.805,13.36
2018-04-16,1345.6,89.4372,13.43
2018-04-17,1347.1,89.5012,13.07
2018-04-18,1349.1,89.6321,13.46
2018-04-19,1345.5,89.8928,12.88
2018-04-20,1335.52,90.3313,12.14
2018-04-23,1324.64,90.9279,12.13
2018-04-24,1330.5,90.7981,12.24
2018-04-25,1323.1,91.2584,11.97
2018-04-26,1316.9,91.5845,11.49
2018-04-27,1324.0,91.511,10.99
2018-05-02,1304.9,92.7494,11.64
2018-05-03,1312.0,92.4228,11.46
2018-05-04,1314.77,92.581,10.99
2018-05-07,1314.0,92.7726,11.32
2018-05-08,1314.4,93.0814,11.5
2018-05-09,1312.4,93.1134,11.39
2018-05-10,1321.2,92.7175,11.42
2018-05-11,1318.85,92.5769,11.04
2018-05-14,1313.3,92.6826,11.15
2018-05-15,1290.2,93.2779,11.91
2018-05-16,1290.7,93.3775,11.77
2018-05-17,1290.7,93.4842,11.64
2018-05-18,1292.97,93.6896,11.11
2018-05-21,1292.8,93.5508,11.62
2018-05-22,1291.2,93.6027,10.9
2018-05-23,1293.3,93.9976,11.18
2018-05-24,1304.5,93.7907,10.99
2018-05-25,1301.7,94.2705,10.31
2018-05-28,1297.62,94.4202,10.31
2018-05-29,1298.7,94.8624,12.33
2018-05-30,1301.2,94.0998,10.87
2018-05-31,1297.9,93.9859,10.92
2018-06-01,1292.95,94.1982,10.58
2018-06-04,1291.5,94.0243,10.54
2018-06-05,1296.3,93.8748,10.46
2018-06-06,1296.4,93.6355,10.31
2018-06-07,1297.1,93.4379,10.55
2018-06-08,1298.5,93.5504,10.69
2018-06-11,1300.4,93.5841,10.54
2018-06-12,1295.6,93.8341,10.52
2018-06-13,1299.6,93.5677,10.6
2018-06-14,1302.4,94.9264,9.83
2018-06-15,1278.45,94.8066,10.65
2018-06-19,1274.6,95.0029,10.99
2018-06-20,1267.7,95.1234,11.08
2018-06-21,1267.1,94.8833,11.22
2018-06-22,1269.8,94.5456,10.67
2018-06-25,1265.4,94.299,10.83
2018-06-26,1258.8,94.6765,10.97
2018-06-27,1252.16,95.3278,11.01
2018-06-28,1248.0,95.2788,11.03
2018-06-29,1252.4,94.5183,10.75
2018-07-02,1241.5,94.854,11.75
2018-07-03,1252.8,94.5893,11.41
2018-07-04,1257.8,94.5441,11.41
2018-07-05,1257.6,94.3866,11.32
2018-07-06,1254.63,94.0193,10.65
2018-07-09,1257.6,94.073,10.55
2018-07-10,1255.5,94.1122,10.69
2018-07-11,1241.9,94.7371,11.25
2018-07-12,1247.2,94.8081,10.82
2018-07-13,1241.27,94.7016,10.99
2018-07-16,1240.8,94.5135,11.46
2018-07-17,1227.6,94.9727,11.79
2018-07-18,1227.6,95.1047,12.15
2018-07-19,1222.7,95.1939,12.66
2018-07-20,1231.51,94.4722,12.1
2018-07-23,1224.4,94.6368,12.22
2018-07-24,1224.5,94.5978,11.74
2018-07-25,1231.4,94.2175,11.65
2018-07-26,1222.4,94.7715,11.43
2018-07-27,1223.78,94.6902,11.05
2018-07-30,1221.3,94.2849,11.18
2018-07-31,1223.7,94.5372,11.21
2018-08-01,1215.8,94.6703,10.91
2018-08-02,1207.5,95.1767,11.08
2018-08-03,1214.4,95.2173,10.77
2018-08-06,1207.3,95.3709,11.02
2018-08-07,1210.8,95.1809,11.11
2018-08-08,1213.8,95.1103,11.43
2018-08-09,1212.3,95.6187,10.99
2018-08-10,1210.23,96.329,11.78
2018-08-13,1193.38,96.2934,11.73
2018-08-14,1194.2,96.6668,11.88
2018-08-15,1174.7,96.7211,13.16
2018-08-16,1174.2,96.5895,13.39
2018-08-17,1186.32,96.1236,12.89
2018-08-20,1190.2,95.7935,12.4
2018-08-21,1195.8,95.2557,11.86
2018-08-22,1195.5,95.0982,11.81
2018-08-23,1185.4,95.636,11.6
2018-08-24,1204.91,95.1737,11.71
2018-08-27,1211.2,94.7774,11.77
2018-08-28,1200.8,94.715,11.46
2018-08-29,1206.8,94.54,11.25
2018-08-30,1199.76,94.6792,11.41
2018-08-31,1201.5,95.1213,10.96
2018-09-03,1201.2,95.1228,10.96
2018-09-04,1190.7,95.4349,11.42
2018-09-05,1196.8,95.1148,11.24
2018-09-06,1199.92,95.0357,11.54
2018-09-07,1196.47,95.4137,11.3
2018-09-10,1195.6,95.1642,11.33
2018-09-11,1198.4,95.0799,11.26
2018-09-12,1206.0,94.8474,11.18
2018-09-13,1201.31,94.5379,11.15
2018-09-14,1193.6,94.9766,10.84
2018-09-17,1200.5,94.52,10.85
2018-09-18,1198.2,94.6383,10.78
2018-09-19,1203.9,94.5516,10.81
2018-09-20,1207.2,93.9024,10.72
2018-09-21,1199.66,94.2118,10.76
2018-09-25,1200.9,94.154,10.83
2018-09-26,1194.1,94.3075,10.76
2018-09-27,1182.7,94.9888,10.86
2018-09-28,1190.4,95.1904,10.74
2018-10-08,1188.3,95.7697,12.48
2018-10-09,1189.6,95.7095,12.03
2018-10-10,1194.6,95.5296,12.51
2018-10-11,1225.0,95.029,13.57
2018-10-12,1218.1,95.2616,12.76
2018-10-15,1226.88,95.0703,13.13
2018-10-16,1224.6,95.0824,12.2
2018-10-17,1222.3,95.6375,12.14
2018-10-18,1225.6,95.9724,12.23
2018-10-19,1225.6,95.6668,11.76
2018-10-22,1222.755,96.0334,11.68
2018-10-23,1229.9,95.9466,12.31
2018-10-24,1234.2,96.431,13.11
2018-10-25,1231.8,96.5938,12.3
2018-10-26,1233.08,96.407,12.92
2018-10-29,1228.9,96.6906,12.98
2018-10-30,1223.0,96.9917,12.3
2018-10-31,1215.0,97.1301,12.08
2018-11-01,1233.2,96.2899,12.6
2018-11-02,1232.53,96.5097,12.5
2018-11-05,1231.42,96.3465,12.39
2018-11-06,1226.584,96.2318,12.47
2018-11-07,1226.39,96.1946,11.23
2018-11-08,1223.5,96.6624,11.41
2018-11-09,1209.2,96.9083,11.44
2018-11-12,1200.41,97.6889,12.13
2018-11-13,1201.93,97.1441,12.19
2018-11-14,1210.596,97.0442,12.88
2018-11-15,1213.3,97.0715,12.12
2018-11-16,1221.136,96.4179,12.05
2018-11-19,1223.94,96.2076,12.57
2018-11-20,1221.3,96.8155,12.63
2018-11-21,1225.704,96.7376,12.12
2018-11-22,1226.856,96.4915,12.12
2018-11-23,1222.85,96.9526,12.1
2018-11-26,1222.1,97.0837,11.83
2018-11-27,1214.8,97.3512,12.01
2018-11-28,1220.9,96.8641,11.43
2018-11-29,1224.3,96.7661,11.39
2018-11-30,1222.164,97.1997,11.26
2018-12-03,1230.55,96.9673,10.93
2018-12-04,1238.245,96.9723,11.63
2018-12-05,1236.885,97.0312,11.63
2018-12-06,1237.5,96.7716,11.61
2018-12-07,1248.19,96.7226,12.22
2018-12-10,1244.2,97.2071,12.04
2018-12-11,1242.8,97.4722,11.46
2018-12-12,1245.335,97.0508,11.29
2018-12-13,1241.705,97.0971,10.69
2018-12-14,1238.54,97.4449,10.77
2018-12-17,1245.564,97.1349,11.75
2018-12-18,1249.195,97.0587,12.18
2018-12-19,1242.695,97.0264,11.4
2018-12-20,1259.69,96.4473,12.45
2018-12-21,1255.643,96.9549,11.97
2018-12-24,1269.02,96.5814,14.8
2018-12-25,1269.02,96.6675,14.8
2018-12-26,1266.9,97.0593,14.47
2018-12-27,1275.5,96.585,15.18
2018-12-28,1280.664,96.3738,14.56
2019-01-02,1284.156,96.7825,13.18
2019-01-03,1293.9,96.2734,13.77
2019-01-04,1284.594,96.2149,12.04
2019-01-07,1288.864,95.6951,11.66
2019-01-08,1285.2,95.9168,11.16
2019-01-09,1293.0,95.2032,11.69
2019-01-10,1286.3,95.5394,10.95
2019-01-11,1287.174,95.6584,11.0
2019-01-14,1290.8,95.5973,11.06
2019-01-15,1289.1,95.952,11.06
2019-01-16,1293.4,96.1044,11.08
2019-01-17,1291.9,96.0801,10.9
2019-01-18,1281.314,96.3694,11.12
2019-01-21,1280.05,96.3519,11.12
2019-01-22,1285.1,96.3232,10.77
2019-01-23,1282.41,96.1397,10.61
2019-01-24,1281.0,96.5469,10.37
2019-01-25,1302.794,95.8193,11.12
2019-01-28,1303.2,95.7562,11.04
2019-01-29,1311.443,95.8337,11.25
2019-01-30,1319.53,95.4278,11.14
2019-01-31,1321.3,95.5533,10.74
2019-02-01,1317.61,95.61,10.12
2019-02-11,1308.12,97.0593,10.18
2019-02-12,1310.7,96.7336,10.03
2019-02-13,1305.975,97.1903,9.55
2019-02-14,1312.25,97.0177,9.92
2019-02-15,1320.761,96.9181,10.16
2019-02-18,1326.04,96.8024,10.16
2019-02-19,1341.0,96.5187,11.39
2019-02-20,1338.34,96.5589,10.92
2019-02-21,1323.1,96.6191,10.29
2019-02-22,1327.876,96.5418,10.02
2019-02-25,1327.3,96.439,9.91
2019-02-26,1328.9,96.0739,9.86
2019-02-27,1319.5,96.1537,9.72
2019-02-28,1313.15,96.2218,9.52
2019-03-01,1293.47,96.4637,10.2
2019-03-04,1286.5,96.6204,10.26
2019-03-05,1287.7,96.8389,10.1
2019-03-06,1286.3,96.8877,10.13
2019-03-07,1285.36,97.612,10.36
2019-03-08,1298.3,97.3722,10.51
2019-03-11,1293.3,97.1805,10.18
2019-03-12,1301.4,97.008,10.08
2019-03-13,1309.0,96.4689,10.14
2019-03-14,1295.9,96.7571,10.08
2019-03-15,1301.96,96.5434,10.01
2019-03-18,1303.5,96.5008,9.79
2019-03-19,1306.4,96.4032,9.82
2019-03-20,1312.4,96.0136,10.15
2019-03-21,1309.2,96.3545,10.2
2019-03-22,1313.16,96.6066,10.31
2019-03-25,1321.7,96.5353,10.77
2019-03-26,1315.4,96.8234,10.18
2019-03-27,1309.4,96.9658,10.36
2019-03-28,1290.1,97.2479,10.35
2019-03-29,1291.91,97.2456,9.94
2019-04-01,1287.4,97.2437,10.13
2019-04-02,1292.4,97.2934,9.81
2019-04-03,1289.9,97.1373,9.69
2019-04-04,1292.3,97.3158,9.92
2019-04-08,1297.4,97.0592,9.71
2019-04-09,1304.0,97.0363,9.55
2019-04-10,1307.9,96.9309,9.45
2019-04-11,1292.4,97.2004,9.59
2019-04-12,1290.52,96.9491,9.28
2019-04-15,1287.7,96.937,9.57
2019-04-16,1276.1,97.0847,9.78
2019-04-17,1273.7,97.0334,9.39
2019-04-18,1275.51,97.4526,8.96
2019-04-19,1275.51,97.375,8.96
2019-04-22,1274.9,97.2956,9.56
2019-04-23,1272.5,97.5748,9.54
2019-04-24,1274.9,98.0905,9.48
2019-04-25,1276.9,98.1789,9.35
2019-04-26,1285.8,98.033,9.28
2019-04-29,1279.7,97.8394,9.46
2019-04-30,1283.4,97.5235,9.32
2019-05-06,1279.7,97.5324,9.26
2019-05-07,1284.5,97.5656,9.74
2019-05-08,1280.5,97.6226,9.78
2019-05-09,1284.1,97.463,9.96
2019-05-10,1285.6,97.3356,9.33
2019-05-13,1300.1,97.3815,10.51
2019-05-14,1296.9,97.5378,9.76
2019-05-15,1296.5,97.5889,9.45
2019-05-16,1286.6,97.8354,9.16
2019-05-17,1277.1,98.0264,9.16
2019-05-20,1277.8,97.9454,9.16
2019-05-21,1274.7,98.04,8.99
2019-05-22,1273.2,98.1173,9.04
2019-05-23,1283.0,97.874,9.47
2019-05-24,1284.59,97.6021,9.0
2019-05-27,1284.8,97.7507,9.0
2019-05-28,1279.3,97.9751,9.2
2019-05-29,1279.8,98.1732,8.88
2019-05-30,1288.5,98.1825,9.3
2019-05-31,1305.2,97.774,10.33
2019-06-03,1324.7,97.2363,11.79
2019-06-04,1324.8,97.1364,10.66
2019-06-05,1329.7,97.3606,11.26
2019-06-06,1335.2,97.0232,11.62
2019-06-10,1327.7,96.7855,10.87
2019-06-11,1326.6,96.7189,10.52
2019-06-12,1333.5,97.0029,11.06
2019-06-13,1342.3,97.0413,11.68
2019-06-14,1341.29,97.5614,11.9
2019-06-17,1339.5,97.557,11.99
2019-06-18,1346.0,97.6464,12.4
2019-06-19,1360.3,97.26,12.41
2019-06-20,1387.7,96.6437,15.69
2019-06-21,1398.6,96.202,15.54
2019-06-24,1419.1,95.9843,16.8
2019-06-25,1422.8,96.1886,17.08
2019-06-26,1408.9,96.2205,15.88
2019-06-27,1409.2,96.2102,15.57
2019-06-28,1409.1,96.193,15.99
2019-07-01,1382.0,96.8288,14.08
2019-07-02,1418.5,96.7702,15.8
2019-07-03,1418.5,96.7788,15.89
2019-07-04,1415.07,96.7281,15.89
2019-07-05,1399.5,97.2614,15.07
2019-07-08,1395.4,97.3728,12.99
2019-07-09,1397.4,97.498,13.45
2019-07-10,1418.4,97.1326,15.01
2019-07-11,1403.5,97.0721,13.64
2019-07-12,1415.3,96.8225,14.65
2019-07-15,1413.6,96.9483,14.9
2019-07-16,1405.9,97.376,14.32
2019-07-17,1426.5,97.2121,16.02
2019-07-18,1445.5,96.705,17.45
2019-07-19,1425.38,97.1245,15.83
2019-07-22,1424.7,97.2795,14.89
2019-07-23,1416.9,97.7003,14.28
2019-07-24,1425.8,97.6896,14.55
2019-07-25,1414.1,97.7953,13.54
2019-07-26,1418.2,97.9996,12.31
2019-07-29,1426.8,98.0549,13.59
2019-07-30,1430.8,98.0727,14.51
2019-07-31,1413.7,98.5667,13.21
2019-08-01,1445.1,98.3697,16.01
2019-08-02,1440.59,98.0843,15.0
2019-08-05,1463.0,97.5065,16.91
2019-08-06,1474.4,97.608,16.02
2019-08-07,1501.0,97.6404,18.16
2019-08-08,1500.9,97.6605,17.53
2019-08-09,1497.18,97.571,16.64
2019-08-12,1511.1,97.418,18.46
2019-08-13,1501.4,97.8363,17.92
2019-08-14,1516.4,97.9925,18.19
2019-08-15,1523.0,98.0978,18.72
2019-08-16,1513.26,98.2049,16.86
2019-08-19,1495.5,98.3806,14.94
2019-08-20,1507.1,98.1593,15.42
2019-08-21,1502.5,98.2978,15.13
2019-08-22,1497.8,98.2136,15.35
2019-08-23,1526.74,97.652,18.36
2019-08-26,1527.1,98.0482,17.54
2019-08-27,1542.6,98.0177,17.34
2019-08-28,1539.2,98.2418,16.83
2019-08-29,1527.5,98.4574,16.31
2019-08-30,1520.34,98.8366,15.45
2019-09-02,1529.13,99.0527,15.45
2019-09-03,1547.1,98.9535,16.86
2019-09-04,1552.4,98.4002,17.27
2019-09-05,1518.8,98.3982,15.72
2019-09-06,1506.578,98.4188,14.75
2019-09-09,1499.0,98.3237,14.76
2019-09-10,1485.4,98.3749,14.62
2019-09-11,1497.1,98.6267,14.95
2019-09-12,1499.0,98.3636,15.07
2019-09-16,1498.2,98.6328,16.07
2019-09-17,1501.2,98.2172,15.91
2019-09-18,1493.9,98.5757,15.1
2019-09-19,1498.8,98.3674,15.13
2019-09-20,1517.063,98.4779,16.79
2019-09-23,1522.0,98.6343,16.92
2019-09-24,1531.6,98.3339,17.22
2019-09-25,1503.7,99.0438,15.62
2019-09-26,1504.5,99.206,15.11
2019-09-27,1496.78,99.111,14.96
2019-09-30,1472.1,99.4021,15.37
2019-10-08,1505.4,99.1214,16.21
2019-10-09,1505.4,99.1316,15.73
2019-10-10,1493.7,98.7139,15.7
2019-10-11,1488.628,98.34,15.72
2019-10-14,1492.9,98.461,15.65
2019-10-15,1480.8,98.3012,15.08
2019-10-16,1490.0,98.0165,14.94
2019-10-17,1491.7,97.5847,14.84
2019-10-18,1490.893,97.2032,14.85
2019-10-21,1484.4,97.3236,14.05
2019-10-22,1487.7,97.5334,13.67
2019-10-23,1492.0,97.4772,13.23
2019-10-24,1503.9,97.6695,13.97
2019-10-25,1504.283,97.8447,13.48
2019-10-28,1492.5,97.7495,13.78
2019-10-29,1487.5,97.6833,13.46
2019-10-30,1495.5,97.4695,13.17
2019-10-31,1512.9,97.3133,13.39
2019-11-01,1514.088,97.217,12.86
2019-11-04,1509.6,97.5396,12.45
2019-11-05,1483.5,97.9141,12.43
2019-11-06,1490.4,97.9644,12.04
2019-11-07,1468.3,98.1317,12.35
2019-11-08,1459.021,98.3919,12.27
2019-11-11,1455.6,98.216,12.87
2019-11-12,1456.2,98.3494,11.91
2019-11-13,1463.4,98.3384,11.56
2019-11-14,1471.2,98.1554,11.83
2019-11-15,1467.918,98.0039,11.23
2019-11-18,1471.1,97.8205,11.55
2019-11-19,1472.1,97.8413,11.5
2019-11-20,1471.5,97.9062,11.55
2019-11-21,1464.27,97.9869,11.37
2019-11-22,1462.38,98.2837,11.32
2019-11-25,1455.1,98.2882,11.15
2019-11-26,1461.2,98.2573,10.76
2019-11-27,1454.3,98.3855,10.3
2019-11-28,1455.78,98.3369,10.3
2019-11-29,1463.6,98.2804,10.71
2019-12-02,1462.3,97.8652,10.77
2019-12-03,1477.258,97.7453,12.15
2019-12-04,1474.358,97.6196,11.57
2019-12-05,1475.7,97.3884,11.25
2019-12-06,1460.159,97.6866,10.73
2019-12-09,1461.4,97.655,10.75
2019-12-10,1464.3,97.4825,10.33
2019-12-11,1474.488,97.1558,10.81
2019-12-12,1469.6,97.2845,10.95
2019-12-13,1475.678,97.1841,10.39
2019-12-16,1475.988,97.0547,10.39
2019-12-17,1476.06,97.183,10.03
2019-12-18,1475.2,97.4222,10.04
2019-12-19,1478.83,97.4091,10.39
2019-12-20,1477.878,97.6901,9.69
2019-12-23,1485.38,97.6722,10.56
2019-12-24,1499.3,97.6764,11.93
2019-12-25,1499.3,97.6557,11.93
2019-12-26,1510.88,97.5936,13.33
2019-12-27,1510.808,97.0017,12.32
2019-12-30,1514.88,96.7771,12.56
2019-12-31,1517.176,96.4481,12.63
2020-01-02,1528.888,96.8077,12.7
2020-01-03,1551.8,96.8871,13.46
2020-01-06,1565.657,96.6302,14.21
2020-01-07,1573.917,96.9601,14.01
2020-01-08,1556.23,97.3401,13.67
2020-01-09,1552.22,97.4349,12.54
2020-01-10,1561.904,97.3752,12.27
2020-01-13,1547.5,97.3856,10.91
2020-01-14,1546.2,97.3956,11.02
2020-01-15,1556.0,97.2236,11.75
2020-01-16,1552.365,97.3102,11.38
2020-01-17,1557.068,97.6403,11.31
2020-01-20,1560.77,97.6011,11.31
2020-01-21,1557.9,97.6114,11.48
2020-01-22,1558.89,97.5046,11.16
2020-01-23,1562.745,97.6778,11.61
2020-02-03,1576.56,97.8201,12.48
2020-02-04,1552.808,97.9518,12.01
2020-02-05,1556.035,98.26,11.32
2020-02-06,1566.5,98.4534,11.45
2020-02-07,1570.137,98.7084,11.3
2020-02-10,1572.24,98.8607,11.91
2020-02-11,1567.695,98.7724,11.48
2020-02-12,1565.6,99.0023,11.07
2020-02-13,1575.945,99.1056,11.59
2020-02-14,1583.845,99.1588,11.62
2020-02-17,1580.6,99.1572,11.62
2020-02-18,1601.217,99.4665,13.02
2020-02-19,1611.533,99.6263,13.34
2020-02-20,1619.387,99.8889,13.35
2020-02-21,1643.105,99.3486,15.79
2020-02-24,1658.598,99.2897,17.58
2020-02-25,1634.775,98.9751,18.13
2020-02-26,1640.618,99.1594,16.48
2020-02-27,1644.576,98.411,18.05
2020-02-28,1585.824,98.133,21.27
2020-03-02,1589.497,97.5708,18.98
2020-03-03,1640.48,97.1821,22.01
2020-03-04,1636.5,97.3672,18.55
2020-03-05,1671.836,96.573,22.43
2020-03-06,1673.527,96.1128,25.12
2020-03-09,1680.3,95.0586,31.29
2020-03-10,1649.6,96.5565,23.99
2020-03-11,1634.6,96.5755,26.74
